ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10897247,JA208467,04/01/2017 10:50:00 AM,056XX S MAY ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,true,false,0712,007,16,68,18,1169611,1867495,2017,04/08/2017 03:49:53 PM,41.791909085,-87.653601485,"(41.791909085, -87.653601485)"
10897278,JA208438,04/01/2017 10:54:00 AM,115XX S INDIANA AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,true,false,0532,005,9,53,18,1179655,1828434,2017,04/08/2017 03:49:53 PM,41.684497222,-87.617962707,"(41.684497222, -87.617962707)"
10897378,JA208671,04/01/2017 10:59:00 AM,024XX N CANNON DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1935,019,43,7,06,1174543,1916591,2017,04/08/2017 03:49:53 PM,41.926523588,-87.634050522,"(41.926523588, -87.634050522)"
10898181,JA209730,04/01/2017 11:00:00 AM,053XX N WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2012,020,40,4,14,1162455,1935304,2017,04/08/2017 03:49:53 PM,41.978134944,-87.677942391,"(41.978134944, -87.677942391)"
10897869,JA209254,04/01/2017 11:00:00 AM,058XX W 63RD PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0812,008,13,64,14,1138497,1861824,2017,04/08/2017 03:49:53 PM,41.776965272,-87.767829582,"(41.776965272, -87.767829582)"
10897868,JA209283,04/01/2017 11:00:00 AM,059XX W 64TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0812,008,13,64,14,1137985,1861500,2017,04/08/2017 03:49:53 PM,41.776085381,-87.769714384,"(41.776085381, -87.769714384)"
10897599,JA208750,04/01/2017 11:00:00 AM,075XX S KINGSTON AVE,0485,BATTERY,AGGRAVATED OF A CHILD,STREET,false,true,0421,004,7,43,04B,1194501,1855552,2017,04/08/2017 03:49:53 PM,41.758560412,-87.562728003,"(41.758560412, -87.562728003)"
10897488,JA208692,04/01/2017 11:00:00 AM,069XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0832,008,15,66,08B,1160909,1858495,2017,04/08/2017 03:49:53 PM,41.767396213,-87.685758843,"(41.767396213, -87.685758843)"
10897289,JA208454,04/01/2017 11:06:00 AM,087XX S BURLEY AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0424,004,7,46,08B,1199189,1847530,2017,04/08/2017 03:49:53 PM,41.736430965,-87.545816318,"(41.736430965, -87.545816318)"
10897336,JA208488,04/01/2017 11:07:00 AM,066XX S UNION AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0723,007,6,68,26,1172657,1860678,2017,04/08/2017 03:49:53 PM,41.773135838,-87.642633156,"(41.773135838, -87.642633156)"
10902532,JA208480,04/01/2017 11:08:00 AM,061XX S EVANS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,false,false,0313,003,20,42,07,,,2017,04/08/2017 03:49:53 PM,,,
10897728,JA209140,04/01/2017 11:08:00 AM,049XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0923,009,14,63,05,1160537,1871778,2017,04/08/2017 03:49:53 PM,41.803854251,-87.686756258,"(41.803854251, -87.686756258)"
10897708,JA208826,04/01/2017 11:08:00 AM,049XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0923,009,14,63,05,1160537,1871778,2017,04/08/2017 03:49:53 PM,41.803854251,-87.686756258,"(41.803854251, -87.686756258)"
10897449,JA208494,04/01/2017 11:10:00 AM,110XX S VERNON AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,0513,005,9,49,26,1181204,1831866,2017,04/08/2017 03:49:53 PM,41.693879672,-87.612187129,"(41.693879672, -87.612187129)"
10897339,JA208484,04/01/2017 11:12:00 AM,070XX S CLYDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,false,false,0331,003,5,43,15,1191433,1858556,2017,04/08/2017 03:49:53 PM,41.766878495,-87.57387458,"(41.766878495, -87.57387458)"
10897372,JA208464,04/01/2017 11:13:00 AM,036XX W FRANKLIN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1122,011,27,23,14,1152200,1903092,2017,04/08/2017 03:49:53 PM,41.889951737,-87.716507682,"(41.889951737, -87.716507682)"
10897273,JA208528,04/01/2017 11:15:00 AM,049XX N PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1712,017,39,14,07,1148833,1932591,2017,04/08/2017 03:49:53 PM,41.970965354,-87.728108186,"(41.970965354, -87.728108186)"
10897322,JA208490,04/01/2017 11:20:00 AM,014XX W DEVON AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,true,false,2432,024,40,1,06,1165316,1942608,2017,04/08/2017 03:49:53 PM,41.998116778,-87.667212152,"(41.998116778, -87.667212152)"
10898744,JA208601,04/01/2017 11:30:00 AM,072XX S CORNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0324,003,5,43,14,1188489,1857269,2017,04/08/2017 03:49:53 PM,41.763417681,-87.584706393,"(41.763417681, -87.584706393)"
10897385,JA208668,04/01/2017 11:30:00 AM,053XX W CARMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1623,016,45,11,08B,1139794,1933402,2017,04/08/2017 03:49:53 PM,41.973361219,-87.761325966,"(41.973361219, -87.761325966)"
10897249,JA208489,04/01/2017 11:30:00 AM,044XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2524,025,31,20,06,1146128,1918241,2017,04/08/2017 03:49:53 PM,41.931639765,-87.738421102,"(41.931639765, -87.738421102)"
10897360,JA208514,04/01/2017 11:40:00 AM,029XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1135,011,28,29,08B,1157095,1895238,2017,04/08/2017 03:49:53 PM,41.868301629,-87.698744259,"(41.868301629, -87.698744259)"
10897483,JA208556,04/01/2017 11:42:00 AM,052XX W SCHOOL ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1634,016,38,15,15,1140952,1921441,2017,04/08/2017 03:49:53 PM,41.940517863,-87.757363291,"(41.940517863, -87.757363291)"
10898316,JA209814,04/01/2017 11:45:00 AM,003XX W HURON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,11,1174099,1905015,2017,04/08/2017 03:49:53 PM,41.89476842,-87.636027812,"(41.89476842, -87.636027812)"
10897333,JA208492,04/01/2017 11:45:00 AM,079XX S LOOMIS BLVD,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0612,006,21,71,08B,1168380,1851981,2017,04/08/2017 03:49:53 PM,41.749363311,-87.65856166,"(41.749363311, -87.65856166)"
10897326,JA208565,04/01/2017 11:48:00 AM,050XX S HERMITAGE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,true,true,0931,009,16,61,04A,1165531,1871270,2017,04/08/2017 03:49:53 PM,41.802355687,-87.668455087,"(41.802355687, -87.668455087)"
10897301,JA208535,04/01/2017 11:51:00 AM,031XX W ARTHINGTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,24,27,19,1155637,1895870,2017,04/08/2017 03:49:53 PM,41.870065355,-87.70407989,"(41.870065355, -87.70407989)"
10899501,JA211181,04/01/2017 11:58:00 AM,001XX E CHICAGO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,1177003,1905748,2017,04/08/2017 03:49:53 PM,41.896714548,-87.625340136,"(41.896714548, -87.625340136)"
10904439,JA216277,04/01/2017 12:00:00 PM,048XX S LANGLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0223,002,4,38,11,,,2017,04/08/2017 03:49:53 PM,,,
10904101,JA215686,04/01/2017 12:00:00 PM,028XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1135,011,28,29,08B,,,2017,04/08/2017 03:49:53 PM,,,
10903299,JA214991,04/01/2017 12:00:00 PM,062XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0313,003,20,42,05,,,2017,04/08/2017 03:49:53 PM,,,
10903245,JA214758,04/01/2017 12:00:00 PM,112XX S EDBROOKE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0531,005,9,49,26,,,2017,04/08/2017 03:49:53 PM,,,
10902853,JA214489,04/01/2017 12:00:00 PM,045XX N MULLIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1622,016,38,15,11,,,2017,04/08/2017 03:49:53 PM,,,
10900480,JA212116,04/01/2017 12:00:00 PM,055XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1623,016,45,11,14,1137860,1936558,2017,04/08/2017 03:49:53 PM,41.982056768,-87.768361301,"(41.982056768, -87.768361301)"
10900286,JA211927,04/01/2017 12:00:00 PM,042XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1731,017,31,16,06,1147781,1920945,2017,04/08/2017 03:49:53 PM,41.939028144,-87.732276874,"(41.939028144, -87.732276874)"
10900146,JA211793,04/01/2017 12:00:00 PM,033XX W 83RD ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,true,0834,008,18,70,06,1155392,1849356,2017,04/08/2017 03:49:53 PM,41.742429529,-87.706225362,"(41.742429529, -87.706225362)"
10898460,JA209781,04/01/2017 12:00:00 PM,009XX N RUSH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1833,018,42,8,06,,,2017,04/08/2017 03:49:53 PM,,,
10898273,JA208789,04/01/2017 12:00:00 PM,109XX S DOTY AVE E,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,DEPARTMENT STORE,false,false,0513,005,10,51,11,1185667,1832643,2017,04/08/2017 03:49:53 PM,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
10898025,JA209543,04/01/2017 12:00:00 PM,035XX N WILTON AVE,0810,THEFT,OVER $500,ALLEY,false,false,1924,019,44,6,06,1169309,1923651,2017,04/08/2017 03:49:53 PM,41.946012066,-87.653077086,"(41.946012066, -87.653077086)"
10897383,JA208537,04/01/2017 12:00:00 PM,061XX S EVANS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,0313,003,20,42,05,1182276,1864515,2017,04/08/2017 03:49:53 PM,41.783447526,-87.607253798,"(41.783447526, -87.607253798)"
10897307,JA208504,04/01/2017 12:00:00 PM,067XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0726,007,15,67,14,1165510,1859975,2017,04/08/2017 03:49:53 PM,41.771361236,-87.668852241,"(41.771361236, -87.668852241)"
10902251,JA213169,04/01/2017 12:05:00 PM,032XX N KEATING AVE,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),false,false,1731,017,30,15,06,,,2017,04/08/2017 03:49:53 PM,,,
10899368,JA210926,04/01/2017 12:08:00 PM,032XX N KEATING AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1731,017,30,15,06,1144257,1921137,2017,04/08/2017 03:49:53 PM,41.939622081,-87.745223791,"(41.939622081, -87.745223791)"
10897352,JA208582,04/01/2017 12:13:00 PM,047XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,PAWN SHOP,false,false,0931,009,20,61,03,1166472,1873219,2017,04/08/2017 03:49:53 PM,41.807683941,-87.664948453,"(41.807683941, -87.664948453)"
10897377,JA208663,04/01/2017 12:14:00 PM,012XX N LA SALLE DR,2820,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL/DENTAL OFFICE,false,true,1821,018,43,8,26,1174912,1908513,2017,04/08/2017 03:49:53 PM,41.90434894,-87.632937036,"(41.90434894, -87.632937036)"
10898335,JA208853,04/01/2017 12:15:00 PM,053XX W AGATITE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1623,016,45,15,05,1139878,1929069,2017,04/08/2017 03:49:53 PM,41.961469552,-87.761123488,"(41.961469552, -87.761123488)"
10897271,JA208533,04/01/2017 12:15:00 PM,017XX W 62ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0714,007,15,67,14,1165965,1863584,2017,04/08/2017 03:49:53 PM,41.781255141,-87.667081872,"(41.781255141, -87.667081872)"
10899643,JA210420,04/01/2017 12:19:00 PM,054XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1624,016,38,15,06,1139313,1928723,2017,04/08/2017 03:49:53 PM,41.960530431,-87.763209233,"(41.960530431, -87.763209233)"
10897542,JA208607,04/01/2017 12:25:00 PM,010XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1211,012,1,24,08B,1158203,1906970,2017,04/08/2017 03:49:53 PM,41.900472778,-87.694355854,"(41.900472778, -87.694355854)"
10897286,JA208562,04/01/2017 12:25:00 PM,080XX S EVANS AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0631,006,6,44,03,1182619,1851957,2017,04/08/2017 03:49:53 PM,41.748979176,-87.60638538,"(41.748979176, -87.60638538)"
10897321,JA208552,04/01/2017 12:27:00 PM,049XX N MARINE DR,0810,THEFT,OVER $500,STREET,false,false,2024,020,48,3,06,1169906,1933191,2017,04/08/2017 03:49:53 PM,41.972177117,-87.650603352,"(41.972177117, -87.650603352)"
10897316,JA208541,04/01/2017 12:28:00 PM,016XX W 79TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0611,006,21,71,08B,1166618,1852321,2017,04/08/2017 03:49:53 PM,41.750334057,-87.665008668,"(41.750334057, -87.665008668)"
10897437,JA208618,04/01/2017 12:29:00 PM,096XX S CALUMET AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0511,005,6,49,24,1180277,1841229,2017,04/08/2017 03:49:53 PM,41.719594238,-87.615295242,"(41.719594238, -87.615295242)"
10901950,JA213199,04/01/2017 12:30:00 PM,080XX S VERNON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0631,006,6,44,05,,,2017,04/08/2017 03:49:53 PM,,,
10901940,JA213341,04/01/2017 12:30:00 PM,012XX W 78TH PL,0810,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0612,006,17,71,06,,,2017,04/08/2017 03:49:53 PM,,,
10898420,JA210080,04/01/2017 12:30:00 PM,051XX S KIMBARK AVE,0810,THEFT,OVER $500,VEHICLE - OTHER RIDE SERVICE,false,false,0234,002,4,41,06,1185539,1871253,2017,04/08/2017 03:49:53 PM,41.801860901,-87.595078533,"(41.801860901, -87.595078533)"
10898137,JA209597,04/01/2017 12:30:00 PM,001XX E HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,07,1177058,1905098,2017,04/08/2017 03:49:53 PM,41.894929671,-87.625157838,"(41.894929671, -87.625157838)"
10897493,JA208903,04/01/2017 12:30:00 PM,058XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2011,020,40,2,06,1158934,1938724,2017,04/08/2017 03:49:53 PM,41.987592767,-87.690796555,"(41.987592767, -87.690796555)"
10897340,JA208592,04/01/2017 12:30:00 PM,011XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1134,011,28,29,08B,1156199,1894990,2017,04/08/2017 03:49:53 PM,41.86763922,-87.702040367,"(41.86763922, -87.702040367)"
10897325,JA208561,04/01/2017 12:30:00 PM,063XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,true,true,2413,024,50,2,08B,1157509,1942017,2017,04/08/2017 03:49:53 PM,41.996658114,-87.695947643,"(41.996658114, -87.695947643)"
10897318,JA208595,04/01/2017 12:30:00 PM,129XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0523,005,9,53,06,1174343,1819141,2017,04/08/2017 03:49:53 PM,41.659115113,-87.637682973,"(41.659115113, -87.637682973)"
10897313,JA208600,04/01/2017 12:30:00 PM,027XX N CLARK ST,0890,THEFT,FROM BUILDING,BARBERSHOP,false,false,1935,019,43,7,06,1171618,1918624,2017,04/08/2017 03:49:53 PM,41.932167184,-87.644738471,"(41.932167184, -87.644738471)"
10897361,JA208611,04/01/2017 12:40:00 PM,001XX E PERSHING RD,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0212,002,3,35,08A,1177981,1879171,2017,04/08/2017 03:49:53 PM,41.823763369,-87.622556253,"(41.823763369, -87.622556253)"
10897327,JA208581,04/01/2017 12:40:00 PM,039XX N BROADWAY,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1923,019,46,6,08B,1170218,1926202,2017,04/08/2017 03:49:53 PM,41.952992259,-87.649661137,"(41.952992259, -87.649661137)"
10897719,JA208814,04/01/2017 12:45:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1834,018,42,8,06,1176817,1904214,2017,04/08/2017 03:49:53 PM,41.892509386,-87.626069718,"(41.892509386, -87.626069718)"
10897381,JA208623,04/01/2017 12:45:00 PM,034XX W BYRON ST,0810,THEFT,OVER $500,STREET,false,false,1732,017,35,16,06,1152925,1925720,2017,04/08/2017 03:49:53 PM,41.952030568,-87.71324425,"(41.952030568, -87.71324425)"
10897391,JA208580,04/01/2017 12:48:00 PM,016XX S KOMENSKY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,true,1012,010,24,29,14,1149652,1891532,2017,04/08/2017 03:49:53 PM,41.858279658,-87.726165454,"(41.858279658, -87.726165454)"
10897454,JA208642,04/01/2017 12:50:00 PM,072XX S PHILLIPS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0334,003,7,43,15,1193732,1857463,2017,04/08/2017 03:49:53 PM,41.763823209,-87.565483757,"(41.763823209, -87.565483757)"
10903224,JA214948,04/01/2017 01:00:00 PM,003XX E WACKER DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0114,001,42,32,06,,,2017,04/08/2017 03:49:53 PM,,,
10899259,JA210871,04/01/2017 01:00:00 PM,054XX S CORNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ATM (AUTOMATIC TELLER MACHINE),false,false,0234,002,5,41,14,1188192,1869014,2017,04/08/2017 03:49:53 PM,41.795653987,-87.585420533,"(41.795653987, -87.585420533)"
10897810,JA209250,04/01/2017 01:00:00 PM,007XX N PINE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1524,015,37,25,08A,1139386,1904483,2017,04/08/2017 03:49:53 PM,41.894011942,-87.763533068,"(41.894011942, -87.763533068)"
10897567,JA208943,04/01/2017 01:00:00 PM,002XX E HURON ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1177951,1905130,2017,04/08/2017 03:49:53 PM,41.894997208,-87.621877156,"(41.894997208, -87.621877156)"
10897429,JA208666,04/01/2017 01:00:00 PM,013XX S HOMAN AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,true,false,1021,010,24,29,24,1153918,1893431,2017,04/08/2017 03:49:53 PM,41.863406877,-87.710455868,"(41.863406877, -87.710455868)"
10897374,JA208605,04/01/2017 01:00:00 PM,0000X S PULASKI RD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1115,011,28,26,08B,1149731,1899625,2017,04/08/2017 03:49:53 PM,41.880486258,-87.725665179,"(41.880486258, -87.725665179)"
10897354,JA208645,04/01/2017 01:00:00 PM,056XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2515,025,30,19,06,1138217,1915387,2017,04/08/2017 03:49:53 PM,41.923955028,-87.767562344,"(41.923955028, -87.767562344)"
10897465,JA208691,04/01/2017 01:03:00 PM,060XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",true,false,0311,003,20,40,05,1177754,1864884,2017,04/08/2017 03:49:53 PM,41.784563687,-87.6238217,"(41.784563687, -87.6238217)"
10897436,JA208609,04/01/2017 01:05:00 PM,012XX N LARRABEE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1822,018,27,8,06,1172111,1908362,2017,04/08/2017 03:49:53 PM,41.903996883,-87.643230238,"(41.903996883, -87.643230238)"
10897330,JA208598,04/01/2017 01:06:00 PM,070XX N DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2424,024,49,1,26,1161763,1946765,2017,04/08/2017 03:49:53 PM,42.009598803,-87.680165742,"(42.009598803, -87.680165742)"
10897660,JA208993,04/01/2017 01:09:00 PM,014XX W MORSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2431,024,49,1,14,1165435,1946172,2017,04/08/2017 03:49:53 PM,42.007893927,-87.666672308,"(42.007893927, -87.666672308)"
10899446,JA210867,04/01/2017 01:10:00 PM,022XX W DIVISION ST,0460,BATTERY,SIMPLE,STREET,false,false,1424,014,1,24,08B,1161439,1907952,2017,04/08/2017 03:49:53 PM,41.903100708,-87.682442497,"(41.903100708, -87.682442497)"
10897457,JA208714,04/01/2017 01:14:00 PM,108XX S DOTY AVE E,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0513,005,10,51,06,1185895,1833200,2017,04/08/2017 03:49:53 PM,41.697431279,-87.594970543,"(41.697431279, -87.594970543)"
10897553,JA208629,04/01/2017 01:15:00 PM,085XX W WINONA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,1614,016,41,76,08B,1118596,1932908,2017,04/08/2017 03:49:53 PM,41.972367556,-87.83928829,"(41.972367556, -87.83928829)"
10897545,JA208861,04/01/2017 01:15:00 PM,024XX E 100TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0431,004,7,51,06,1193893,1839131,2017,04/08/2017 03:49:53 PM,41.71351467,-87.565493151,"(41.71351467, -87.565493151)"
10897357,JA208640,04/01/2017 01:15:00 PM,064XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0314,003,5,42,06,1187984,1862596,2017,04/08/2017 03:49:53 PM,41.778047465,-87.586387726,"(41.778047465, -87.586387726)"
10897351,JA208637,04/01/2017 01:15:00 PM,045XX W NORTH AVE,0860,THEFT,RETAIL THEFT,OTHER,true,false,2533,025,37,23,06,1145524,1910238,2017,04/08/2017 03:49:53 PM,41.909690217,-87.740843921,"(41.909690217, -87.740843921)"
10897349,JA208610,04/01/2017 01:15:00 PM,028XX W WALNUT ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1222,012,2,27,26,1157472,1901509,2017,04/08/2017 03:49:53 PM,41.885502211,-87.697189575,"(41.885502211, -87.697189575)"
10897402,JA208641,04/01/2017 01:20:00 PM,010XX W BALMORAL AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2023,020,48,77,08B,1168470,1936045,2017,04/08/2017 03:49:53 PM,41.980039853,-87.655800725,"(41.980039853, -87.655800725)"
10897968,JA208673,04/01/2017 01:21:00 PM,073XX N SEELEY AVE,0460,BATTERY,SIMPLE,RESIDENCE-GARAGE,false,false,2424,024,49,1,08B,1161339,1948880,2017,04/08/2017 03:49:53 PM,42.015411281,-87.681666533,"(42.015411281, -87.681666533)"
10905378,JA217131,04/01/2017 01:30:00 PM,069XX S SOUTH SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0331,003,5,43,11,,,2017,04/09/2017 03:57:12 PM,,,
10898037,JA209527,04/01/2017 01:30:00 PM,058XX N PULASKI RD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,1711,017,39,13,26,1148682,1938093,2017,04/08/2017 03:49:53 PM,41.986066128,-87.728520584,"(41.986066128, -87.728520584)"
10897430,JA208653,04/01/2017 01:30:00 PM,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0821,008,14,63,06,1155878,1871677,2017,04/08/2017 03:49:53 PM,41.803671998,-87.703846021,"(41.803671998, -87.703846021)"
10897398,JA208705,04/01/2017 01:30:00 PM,058XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2022,020,48,77,14,1168185,1939075,2017,04/08/2017 03:49:53 PM,41.988360427,-87.656760817,"(41.988360427, -87.656760817)"
10897356,JA208638,04/01/2017 01:30:00 PM,002XX W 63RD ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0711,007,20,68,06,1175827,1863196,2017,04/08/2017 03:49:53 PM,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
10897384,JA208648,04/01/2017 01:40:00 PM,030XX S ARCHER AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,0913,009,11,59,08B,1166461,1884389,2017,04/08/2017 03:49:53 PM,41.83833584,-87.664669959,"(41.83833584, -87.664669959)"
10897471,JA208675,04/01/2017 01:45:00 PM,016XX N DRAKE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,false,false,1422,014,26,23,04A,1152568,1910693,2017,04/08/2017 03:49:53 PM,41.910802344,-87.714955004,"(41.910802344, -87.714955004)"
10897451,JA208800,04/01/2017 01:45:00 PM,024XX E 100TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0431,004,7,51,06,1193893,1839131,2017,04/08/2017 03:49:53 PM,41.71351467,-87.565493151,"(41.71351467, -87.565493151)"
10897400,JA208713,04/01/2017 01:47:00 PM,055XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2532,025,37,25,03,1139466,1910094,2017,04/08/2017 03:49:53 PM,41.909407737,-87.76310227,"(41.909407737, -87.76310227)"
10897364,JA208639,04/01/2017 01:47:00 PM,043XX W JACKSON BLVD,0460,BATTERY,SIMPLE,STREET,true,false,1115,011,28,26,08B,1147440,1898332,2017,04/08/2017 03:49:53 PM,41.876982321,-87.734110736,"(41.876982321, -87.734110736)"
10897355,JA208672,04/01/2017 01:50:00 PM,003XX W 106TH PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0512,005,34,49,04B,1175874,1834301,2017,04/08/2017 03:49:53 PM,41.700682469,-87.63162884,"(41.700682469, -87.63162884)"
