ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10898067,JA209585,04/01/2017 11:00:00 PM,013XX W BARRY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1933,019,32,6,05,1166909,1920701,2017,04/08/2017 03:49:53 PM,41.937969055,-87.661983552,"(41.937969055, -87.661983552)"
10898051,JA209559,04/01/2017 11:00:00 PM,008XX E 64TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0312,003,20,42,05,1182867,1862754,2017,04/08/2017 03:49:53 PM,41.778601467,-87.605141689,"(41.778601467, -87.605141689)"
10897805,JA209261,04/01/2017 11:00:00 PM,065XX S DREXEL AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0321,003,20,42,08B,1183351,1861816,2017,04/08/2017 03:49:53 PM,41.776016248,-87.603396522,"(41.776016248, -87.603396522)"
10897818,JA209255,04/01/2017 11:05:00 PM,003XX N MENARD AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,NURSING HOME/RETIREMENT HOME,true,false,1512,015,29,25,04A,1137652,1901657,2017,04/08/2017 03:49:53 PM,41.886288459,-87.769969735,"(41.886288459, -87.769969735)"
10897920,JA209235,04/01/2017 11:13:00 PM,133XX S BALTIMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0433,004,10,55,08B,1199102,1817057,2017,04/08/2017 03:49:53 PM,41.652812326,-87.547154047,"(41.652812326, -87.547154047)"
10897819,JA209247,04/01/2017 11:15:00 PM,051XX W MONTANA ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,2521,025,31,19,04B,1141678,1915818,2017,04/08/2017 03:49:53 PM,41.92507437,-87.754834402,"(41.92507437, -87.754834402)"
10897813,JA209258,04/01/2017 11:15:00 PM,063XX W FLETCHER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2511,025,36,19,08B,1133671,1920268,2017,04/08/2017 03:49:53 PM,41.937430146,-87.78415156,"(41.937430146, -87.78415156)"
10897804,JA209249,04/01/2017 11:15:00 PM,002XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,0113,001,42,32,03,1176417,1899156,2017,04/08/2017 03:49:53 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
10897807,JA209244,04/01/2017 11:23:00 PM,035XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1021,010,24,29,08B,1152805,1893059,2017,04/08/2017 03:49:53 PM,41.862408153,-87.714551475,"(41.862408153, -87.714551475)"
10900971,JA211789,04/01/2017 11:30:00 PM,001XX W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06,1175301,1903292,2017,04/08/2017 03:49:53 PM,41.890013524,-87.631664996,"(41.890013524, -87.631664996)"
10898611,JA210243,04/01/2017 11:30:00 PM,066XX S CICERO AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0833,008,13,64,06,1145529,1860246,2017,04/08/2017 03:49:53 PM,41.772505185,-87.742089774,"(41.772505185, -87.742089774)"
10898414,JA209988,04/01/2017 11:30:00 PM,019XX S TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,1024,010,24,29,07,1153729,1890276,2017,04/08/2017 03:49:53 PM,41.854752959,-87.711233594,"(41.854752959, -87.711233594)"
10897834,JA209302,04/01/2017 11:30:00 PM,056XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0824,008,16,63,08B,1158673,1867041,2017,04/08/2017 03:49:53 PM,41.790893563,-87.693721802,"(41.790893563, -87.693721802)"
10897828,JA209278,04/01/2017 11:30:00 PM,052XX W MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,false,false,1522,015,28,25,11,1141512,1899523,2017,04/08/2017 03:49:53 PM,41.880362084,-87.755847438,"(41.880362084, -87.755847438)"
10898443,JA209297,04/01/2017 11:35:00 PM,0000X S LOCKWOOD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1522,015,29,25,26,1141011,1899413,2017,04/08/2017 03:49:53 PM,41.880069466,-87.757689793,"(41.880069466, -87.757689793)"
10897861,JA209311,04/01/2017 11:35:00 PM,034XX N OAK PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1632,016,36,17,14,1130472,1922107,2017,04/08/2017 03:49:53 PM,41.942532208,-87.79586628,"(41.942532208, -87.79586628)"
10897877,JA209248,04/01/2017 11:36:00 PM,016XX E 67TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0332,003,5,43,08B,1188458,1860888,2017,04/08/2017 03:49:53 PM,41.773349264,-87.584704561,"(41.773349264, -87.584704561)"
10897835,JA209269,04/01/2017 11:40:00 PM,017XX W HENDERSON ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,OTHER,false,false,1922,019,32,6,03,1164073,1922287,2017,04/08/2017 03:49:53 PM,41.942381596,-87.672361444,"(41.942381596, -87.672361444)"
10902252,JA213028,04/01/2017 11:45:00 PM,023XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1414,014,35,22,06,,,2017,04/08/2017 03:49:53 PM,,,
10897856,JA209274,04/01/2017 11:50:00 PM,037XX S PRINCETON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,0915,009,3,34,04B,1174904,1879950,2017,04/08/2017 03:49:53 PM,41.825970311,-87.63382133,"(41.825970311, -87.63382133)"
10897827,JA209262,04/01/2017 11:50:00 PM,079XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0624,006,6,44,08B,1180279,1852393,2017,04/08/2017 03:49:53 PM,41.750229541,-87.614946609,"(41.750229541, -87.614946609)"
10900914,JA212596,04/01/2017 11:59:00 PM,108XX S EGGLESTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2233,022,34,49,06,1175210,1833103,2017,04/08/2017 03:49:53 PM,41.6974098,-87.634095769,"(41.6974098, -87.634095769)"
10898396,JA209957,04/02/2017 12:00:00 AM,021XX W 19TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1234,012,25,31,05,1162369,1890721,2017,04/09/2017 03:57:12 PM,41.855797932,-87.679508601,"(41.855797932, -87.679508601)"
10898056,JA209566,04/02/2017 12:00:00 AM,035XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1924,019,44,6,06,1168601,1923699,2017,04/09/2017 03:57:12 PM,41.946159169,-87.655678044,"(41.946159169, -87.655678044)"
10898052,JA209578,04/02/2017 12:00:00 AM,028XX W 21ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1023,010,12,30,14,1157245,1889923,2017,04/09/2017 03:57:12 PM,41.853713661,-87.698337894,"(41.853713661, -87.698337894)"
10898029,JA209550,04/02/2017 12:00:00 AM,063XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0725,007,15,67,14,1166087,1862565,2017,04/09/2017 03:57:12 PM,41.77845628,-87.666663556,"(41.77845628, -87.666663556)"
10897986,JA209507,04/02/2017 12:00:00 AM,026XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1033,010,12,30,14,1155784,1886353,2017,04/09/2017 03:57:12 PM,41.843946694,-87.703796384,"(41.843946694, -87.703796384)"
10897908,JA209285,04/02/2017 12:00:00 AM,030XX W LYNDALE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1414,014,35,22,14,1155799,1914934,2017,04/09/2017 03:57:12 PM,41.922375461,-87.702970906,"(41.922375461, -87.702970906)"
10897872,JA209344,04/02/2017 12:00:00 AM,040XX N HARDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1723,017,39,16,07,1149338,1926511,2017,04/09/2017 03:57:12 PM,41.954271592,-87.726409594,"(41.954271592, -87.726409594)"
10897840,JA209327,04/02/2017 12:00:00 AM,074XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0324,003,8,43,14,1189997,1855957,2017,04/09/2017 03:57:12 PM,41.759781294,-87.579221517,"(41.759781294, -87.579221517)"
10901749,JA213281,04/02/2017 12:01:00 AM,048XX W MELROSE ST,0810,THEFT,OVER $500,STREET,false,false,1634,016,30,15,06,,,2017,04/09/2017 03:57:12 PM,,,
10901051,JA212800,04/02/2017 12:01:00 AM,068XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0322,003,20,69,14,1179222,1859654,2017,04/09/2017 03:57:12 PM,41.770178672,-87.618598831,"(41.770178672, -87.618598831)"
10898099,JA209610,04/02/2017 12:01:00 AM,038XX S UNION AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0915,009,11,60,06,1172262,1879523,2017,04/09/2017 03:57:12 PM,41.824857203,-87.643526758,"(41.824857203, -87.643526758)"
10897843,JA209279,04/02/2017 12:04:00 AM,012XX W 81ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0613,006,21,71,03,1169553,1851074,2017,04/09/2017 03:57:12 PM,41.746849056,-87.654289547,"(41.746849056, -87.654289547)"
10897873,JA209304,04/02/2017 12:09:00 AM,049XX W RACE AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,true,false,1532,015,37,25,18,1143349,1903210,2017,04/09/2017 03:57:12 PM,41.890445538,-87.749009894,"(41.890445538, -87.749009894)"
10897839,JA209329,04/02/2017 12:15:00 AM,013XX W BARRY AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1933,019,32,6,06,1166916,1920702,2017,04/09/2017 03:57:12 PM,41.937971648,-87.661957797,"(41.937971648, -87.661957797)"
10897802,JA209277,04/02/2017 12:15:00 AM,071XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0832,008,18,66,26,1161608,1857339,2017,04/09/2017 03:57:12 PM,41.764209513,-87.683228721,"(41.764209513, -87.683228721)"
10898109,JA209604,04/02/2017 12:20:00 AM,081XX S LANGLEY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0631,006,6,44,03,1182314,1851070,2017,04/09/2017 03:57:12 PM,41.746552218,-87.607530421,"(41.746552218, -87.607530421)"
10897837,JA209291,04/02/2017 12:20:00 AM,001XX E DELAWARE PL,0870,THEFT,POCKET-PICKING,HOTEL/MOTEL,false,false,1833,018,42,8,06,1176998,1906651,2017,04/09/2017 03:57:12 PM,41.899192536,-87.62533113,"(41.899192536, -87.62533113)"
10901003,JA212171,04/02/2017 12:30:00 AM,004XX N GREEN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1214,012,27,24,06,1170655,1902934,2017,04/09/2017 03:57:12 PM,41.889134134,-87.648737546,"(41.889134134, -87.648737546)"
10898462,JA209788,04/02/2017 12:30:00 AM,024XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1414,014,35,22,06,1156341,1915936,2017,04/09/2017 03:57:12 PM,41.925114077,-87.700952275,"(41.925114077, -87.700952275)"
10898191,JA209709,04/02/2017 12:30:00 AM,015XX N TALMAN AVE,0810,THEFT,OVER $500,STREET,false,false,1423,014,26,24,06,1158470,1910038,2017,04/09/2017 03:57:12 PM,41.908886162,-87.693291067,"(41.908886162, -87.693291067)"
10898023,JA209498,04/02/2017 12:30:00 AM,001XX E HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,07,1177058,1905098,2017,04/09/2017 03:57:12 PM,41.894929671,-87.625157838,"(41.894929671, -87.625157838)"
10897888,JA209398,04/02/2017 12:30:00 AM,031XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1934,019,44,6,06,1170400,1920770,2017,04/09/2017 03:57:12 PM,41.938082657,-87.649151489,"(41.938082657, -87.649151489)"
10897859,JA209290,04/02/2017 12:30:00 AM,133XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0533,005,9,54,07,1179952,1816692,2017,04/09/2017 03:57:12 PM,41.652268611,-87.617232658,"(41.652268611, -87.617232658)"
10897838,JA209308,04/02/2017 12:30:00 AM,001XX E HURON ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,08B,1177058,1905098,2017,04/09/2017 03:57:12 PM,41.894929671,-87.625157838,"(41.894929671, -87.625157838)"
10897846,JA209287,04/02/2017 12:31:00 AM,013XX E 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,0411,004,5,43,14,1186262,1855532,2017,04/09/2017 03:57:12 PM,41.758704087,-87.592923477,"(41.758704087, -87.592923477)"
23218,JA209253,04/02/2017 12:33:00 AM,052XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,015,28,25,01A,1141371,1904829,2017,04/09/2017 03:57:12 PM,41.894925002,-87.756234153,"(41.894925002, -87.756234153)"
10897823,JA209281,04/02/2017 12:35:00 AM,066XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0723,007,6,68,26,1172118,1860614,2017,04/09/2017 03:57:12 PM,41.772972076,-87.644610871,"(41.772972076, -87.644610871)"
10897858,JA209300,04/02/2017 12:41:00 AM,100XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,0511,005,9,49,08B,1178989,1838582,2017,04/09/2017 03:57:12 PM,41.712359904,-87.62009309,"(41.712359904, -87.62009309)"
10898053,JA209575,04/02/2017 12:45:00 AM,042XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2534,025,37,23,14,1148009,1908988,2017,04/09/2017 03:57:12 PM,41.906212625,-87.7317472,"(41.906212625, -87.7317472)"
10897899,JA209305,04/02/2017 12:45:00 AM,078XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0834,008,13,70,08B,1149871,1852614,2017,04/09/2017 03:57:12 PM,41.751478679,-87.726370398,"(41.751478679, -87.726370398)"
10897853,JA209309,04/02/2017 12:45:00 AM,049XX W ADAMS ST,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,false,false,1533,015,28,25,03,1143631,1898881,2017,04/09/2017 03:57:12 PM,41.878560968,-87.748082667,"(41.878560968, -87.748082667)"
10897824,JA209301,04/02/2017 12:45:00 AM,005XX N WELLS ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1831,018,42,8,08B,1174647,1903665,2017,04/09/2017 03:57:12 PM,41.891051707,-87.63405559,"(41.891051707, -87.63405559)"
10897825,JA209298,04/02/2017 12:47:00 AM,012XX S THROOP ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,1233,012,2,28,03,1167907,1894272,2017,04/09/2017 03:57:12 PM,41.865424659,-87.659079139,"(41.865424659, -87.659079139)"
10897896,JA209349,04/02/2017 12:55:00 AM,032XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0822,008,14,63,07,1155491,1867962,2017,04/09/2017 03:57:12 PM,41.793485288,-87.70536489,"(41.793485288, -87.70536489)"
10897855,JA209307,04/02/2017 12:55:00 AM,008XX E 65TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,42,08B,1183153,1862099,2017,04/09/2017 03:57:12 PM,41.776797435,-87.604113569,"(41.776797435, -87.604113569)"
10897851,JA209318,04/02/2017 12:55:00 AM,023XX N KENNETH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,2522,025,31,20,04A,1146335,1915086,2017,04/09/2017 03:57:12 PM,41.922978202,-87.737740938,"(41.922978202, -87.737740938)"
10898457,JA209785,04/02/2017 01:00:00 AM,035XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1924,019,44,6,06,1168601,1923699,2017,04/09/2017 03:57:12 PM,41.946159169,-87.655678044,"(41.946159169, -87.655678044)"
10898411,JA209864,04/02/2017 01:00:00 AM,014XX W LAKE ST,0810,THEFT,OVER $500,OTHER,false,false,1224,012,27,28,06,1166633,1901539,2017,04/09/2017 03:57:12 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
10898317,JA209844,04/02/2017 01:00:00 AM,097XX S EXCHANGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0431,004,10,51,07,1197451,1840968,2017,04/09/2017 03:57:12 PM,41.718467754,-87.552401725,"(41.718467754, -87.552401725)"
10898285,JA209893,04/02/2017 01:00:00 AM,071XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0324,003,5,43,14,1189110,1857820,2017,04/09/2017 03:57:12 PM,41.764914818,-87.58241271,"(41.764914818, -87.58241271)"
10898198,JA209672,04/02/2017 01:00:00 AM,024XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1033,010,12,30,08B,1155747,1887668,2017,04/09/2017 03:57:12 PM,41.847555951,-87.703896798,"(41.847555951, -87.703896798)"
10898057,JA209567,04/02/2017 01:00:00 AM,041XX W 21ST PL,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,1012,010,24,29,07,1149107,1889436,2017,04/09/2017 03:57:12 PM,41.852538532,-87.728220185,"(41.852538532, -87.728220185)"
23219,JA209299,04/02/2017 01:04:00 AM,085XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0613,006,21,71,01A,1171804,1848175,2017,04/09/2017 03:57:12 PM,41.738844769,-87.646126146,"(41.738844769, -87.646126146)"
10897912,JA209306,04/02/2017 01:05:00 AM,025XX N KEDZIE BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,TAVERN/LIQUOR STORE,false,false,1414,014,35,22,04B,1154626,1916888,2017,04/09/2017 03:57:12 PM,41.927760974,-87.70722846,"(41.927760974, -87.70722846)"
10897892,JA209312,04/02/2017 01:10:00 AM,027XX W HARRISON ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1135,011,2,27,06,1158248,1897253,2017,04/09/2017 03:57:12 PM,41.873807522,-87.69445629,"(41.873807522, -87.69445629)"
10903712,JA209341,04/02/2017 01:15:00 AM,0000X W GOETHE ST,0810,THEFT,OVER $500,STREET,false,false,1824,018,42,8,06,,,2017,04/09/2017 03:57:12 PM,,,
10897875,JA209317,04/02/2017 01:20:00 AM,043XX S ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0922,009,12,58,08B,1160743,1875882,2017,04/09/2017 03:57:12 PM,41.815111881,-87.685887355,"(41.815111881, -87.685887355)"
10897874,JA209325,04/02/2017 01:21:00 AM,019XX W 52ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0932,009,16,61,18,1164103,1870190,2017,04/09/2017 03:57:12 PM,41.799422229,-87.673722573,"(41.799422229, -87.673722573)"
10899664,JA211168,04/02/2017 01:30:00 AM,061XX N INDIAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1611,016,45,11,14,1135420,1940745,2017,04/09/2017 03:57:12 PM,41.993590063,-87.777235135,"(41.993590063, -87.777235135)"
10899070,JA210620,04/02/2017 01:30:00 AM,024XX N DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1413,014,26,22,14,1152303,1915965,2017,04/09/2017 03:57:12 PM,41.925274414,-87.715789063,"(41.925274414, -87.715789063)"
10898232,JA209776,04/02/2017 01:30:00 AM,049XX N ST LOUIS AVE,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,1152158,1932626,2017,04/09/2017 03:57:12 PM,41.97099629,-87.715880832,"(41.97099629, -87.715880832)"
10898040,JA209488,04/02/2017 01:30:00 AM,016XX W HOWARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2422,024,49,1,14,1164049,1950345,2017,04/09/2017 03:57:12 PM,42.019374219,-87.671653016,"(42.019374219, -87.671653016)"
10897938,JA209340,04/02/2017 01:30:00 AM,024XX S TRUMBULL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1024,010,22,30,03,1153751,1887673,2017,04/09/2017 03:57:12 PM,41.847609583,-87.711222061,"(41.847609583, -87.711222061)"
10897880,JA209352,04/02/2017 01:30:00 AM,062XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0313,003,20,42,08B,1180650,1863845,2017,04/09/2017 03:57:12 PM,41.781646505,-87.613235784,"(41.781646505, -87.613235784)"
10897866,JA209328,04/02/2017 01:30:00 AM,012XX W RANDOLPH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1224,012,27,28,08B,1168102,1901082,2017,04/09/2017 03:57:12 PM,41.884107622,-87.658166639,"(41.884107622, -87.658166639)"
10897860,JA209314,04/02/2017 01:33:00 AM,042XX W FULLERTON AVE,0460,BATTERY,SIMPLE,STREET,false,false,2524,025,31,20,08B,1147568,1915616,2017,04/09/2017 03:57:12 PM,41.924408983,-87.733196805,"(41.924408983, -87.733196805)"
10897885,JA209326,04/02/2017 01:35:00 AM,001XX W KINZIE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1831,018,42,8,08B,1174923,1902985,2017,04/09/2017 03:57:12 PM,41.889179572,-87.633062369,"(41.889179572, -87.633062369)"
10898868,JA210514,04/02/2017 01:43:00 AM,020XX W 104TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,022,19,72,14,1164453,1835667,2017,04/09/2017 03:57:12 PM,41.704678749,-87.673410111,"(41.704678749, -87.673410111)"
10899606,JA211255,04/02/2017 02:00:00 AM,040XX W 59TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0813,008,13,62,14,1150226,1865167,2017,04/09/2017 03:57:12 PM,41.785919292,-87.72474398,"(41.785919292, -87.72474398)"
10898419,JA210097,04/02/2017 02:00:00 AM,034XX W NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,ALLEY,false,false,1422,014,26,23,05,1152920,1910414,2017,04/09/2017 03:57:12 PM,41.910029772,-87.71366928,"(41.910029772, -87.71366928)"
10898336,JA209933,04/02/2017 02:00:00 AM,016XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1213,012,1,24,07,1165117,1906735,2017,04/09/2017 03:57:12 PM,41.899683801,-87.668967121,"(41.899683801, -87.668967121)"
10898265,JA209819,04/02/2017 02:00:00 AM,0000X W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1831,018,42,8,06,1176165,1903315,2017,04/09/2017 03:57:12 PM,41.890057206,-87.628491342,"(41.890057206, -87.628491342)"
10898140,JA209501,04/02/2017 02:00:00 AM,015XX N MILWAUKEE AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,false,false,1424,014,1,24,04B,1162994,1910428,2017,04/09/2017 03:57:12 PM,41.909862514,-87.676661055,"(41.909862514, -87.676661055)"
10897992,JA209517,04/02/2017 02:00:00 AM,031XX W ROOSEVELT RD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1134,011,24,29,06,1155395,1894538,2017,04/09/2017 03:57:12 PM,41.86641507,-87.705004143,"(41.86641507, -87.705004143)"
10897927,JA209414,04/02/2017 02:00:00 AM,051XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0225,002,3,40,14,1178033,1870789,2017,04/09/2017 03:57:12 PM,41.800761254,-87.622619798,"(41.800761254, -87.622619798)"
10897922,JA209345,04/02/2017 02:00:00 AM,077XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1194203,1854189,2017,04/09/2017 03:57:12 PM,41.754827555,-87.563864807,"(41.754827555, -87.563864807)"
10897854,JA209338,04/02/2017 02:00:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,STREET,false,false,0312,003,20,69,08A,1180029,1862330,2017,04/09/2017 03:57:12 PM,41.777503445,-87.615558861,"(41.777503445, -87.615558861)"
10897897,JA209332,04/02/2017 02:04:00 AM,063XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,0312,003,20,42,03,1182650,1863246,2017,04/09/2017 03:57:12 PM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
10897887,JA209354,04/02/2017 02:10:00 AM,003XX E NORTH WATER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,07,1178425,1903153,2017,04/09/2017 03:57:12 PM,41.889561428,-87.620196651,"(41.889561428, -87.620196651)"
10902526,JA214090,04/02/2017 02:14:00 AM,004XX N OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1215,012,27,24,14,,,2017,04/09/2017 03:57:12 PM,,,
10898211,JA209758,04/02/2017 02:15:00 AM,052XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1524,015,37,25,14,1141092,1906157,2017,04/09/2017 03:57:12 PM,41.898574337,-87.757226107,"(41.898574337, -87.757226107)"
10897962,JA209415,04/02/2017 02:17:00 AM,005XX W SURF ST,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,true,false,1934,019,44,6,18,1172240,1919401,2017,04/09/2017 03:57:12 PM,41.934285572,-87.642429713,"(41.934285572, -87.642429713)"
10897882,JA209357,04/02/2017 02:20:00 AM,006XX N WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,false,false,1832,018,42,8,08B,1174631,1904225,2017,04/09/2017 03:57:12 PM,41.892588736,-87.63409759,"(41.892588736, -87.63409759)"
10898138,JA209664,04/02/2017 02:30:00 AM,033XX W MONTROSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1724,017,33,16,14,1153151,1929040,2017,04/09/2017 03:57:12 PM,41.961136383,-87.712325027,"(41.961136383, -87.712325027)"
10898133,JA209653,04/02/2017 02:30:00 AM,030XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2523,025,35,21,06,1151195,1920214,2017,04/09/2017 03:57:12 PM,41.936955851,-87.71974867,"(41.936955851, -87.71974867)"
10898094,JA209499,04/02/2017 02:30:00 AM,071XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0324,003,5,69,08B,1183797,1857873,2017,04/09/2017 03:57:12 PM,41.765185884,-87.601884473,"(41.765185884, -87.601884473)"
